speaker, data, score
MR. MCTEER,20010131,-0.5
MS. KRIEGER,20010131,0
MS. JOHNSON,20010131,0
ACF. MR. GRAMLICH,20010131,0
NACF? MR. KOHN. ACF. MS. MINEHAN,20010131,0
ACF? CHAIRMAN GREENSPAN,20010131,0
MR. SLIFMAN,20010131,-0.5
MR. STOCKTON,20010131,0
I. CHAIRMAN GREENSPAN,20010131,0
MR. MADIGAN,20010131,-0.5
MS. FOX,20010131,0
SPEAKER(?),20010131,0
CHAIRMAN GREENSPAN,20010320,-0.5
MS. MINEHAN,20010320,-0.5
VICE CHAIRMAN MCDONOUGH,20010320,-0.5
MR. FERGUSON,20010320,-0.5
MR. KOS,20010320,0
MR. KOHN,20010320,-0.5
MS. JOHNSON,20010320,0
MR. STOCKTON,20010320,0
MR. PARRY,20010320,-0.5
MR. JORDAN,20010320,-0.5
MR. HOENIG,20010320,-0.5
MR. POOLE,20010320,-0.5
MR. GRAMLICH,20010320,-0.5
MR. SANTOMERO,20010320,-0.5
MR. MOSKOW,20010320,-0.5
MR. MCTEER,20010320,-0.5
MR. STERN,20010320,-0.5
MR. GUYNN,20010320,-0.5
MR. BROADDUS,20010320,-0.5
,20010320,-0.5
CHAIRMAN GREENSPA N,20010320,0
MR. KELLEY,20010320,-0.5
MR. MEYER,20010320,-0.5
MS MINEHAN,20010320,-0.5
SEVERAL,20010320,0
MR. BERNARD,20010320,-0.5
PRESIDENT MINEHAN,20010320,0
SPEAKER(?),20010320,0
CHAIRMAN GREENSPAN,20010515,-0.5
VICE CHAIRMAN MCDONOUGH,20010515,-0.5
MR. KOS,20010515,0
MR. PARRY,20010515,-0.5
MR. KOHN,20010515,-0.5
SEVERAL,20010515,0
MS. JOHNSON,20010515,-0.5
MR. BROADDUS,20010515,-0.5
MR. STOCKTON,20010515,0
MR. MOSKOW,20010515,-0.5
MS. MINEHAN,20010515,-0.5
MR. JORDAN,20010515,0.5
MR. HOENIG,20010515,0.5
MR. GUYNN,20010515,-0.5
MR. SANTOMERO,20010515,-0.5
MR. STERN,20010515,-0.5
MR. POOLE,20010515,0.5
MR. MCTEER,20010515,-0.5
MR. FERGUSON,20010515,-0.5
MR. GRAMLICH,20010515,-0.5
MR. KELLEY,20010515,-0.5
MR. MEYER,20010515,-0.5
MR. GILLUM,20010515,-0.5
PRESIDENT MOSKOW,20010515,0
CHAIRMAN GRE ENS PAN,20010627,0
MR. KOS,20010627,0
MR. JORDAN,20010627,-0.5
MS. KRIEGER,20010627,0
MR. KOHN,20010627,-0.5
VICE CHAIRMAN MCDON OUGH,20010627,-0.5
MR. POOLE,20010627,0.5
CHAIRMAN GREENSPAN,20010627,-0.5
VICE CHAIRMAN MCDONOUGH,20010627,0
MR. SICHEL,20010627,0
MR. STRUCKMEYER,20010627,0
MR. FUHRER,20010627,0
MR. STEINDEL,20010627,0
MR. STOCKTON,20010627,-0.5
MR. BROADDUS,20010627,-0.5
MR. PARRY,20010627,-0.5
MR. STERN,20010627,-0.5
MS. JOHNSON,20010627,0
VICE CHAIRMAN MCDONOU GH,20010627,0
VICE CHAIRMAN MC DONOUGH,20010627,0
MR. GRAM LICH,20010627,-0.5
MR. MEYER,20010627,-0.5
MS. MINEHAN,20010627,-0.5
K. MR. JORDAN,20010627,0
MR. MOSKOW,20010627,-0.5
MR. MCTEER,20010627,-0.5
MR. FERGUSON,20010627,-0.5
MS. JOHNS ON,20010627,0
MR. W ILCOX,20010627,0
MR.STOCKTON,20010627,0
MR. WILCOX,20010627,0
MR. SLIFMAN,20010627,0
SPEAKER( ?),20010627,0
MR. HOENIG,20010627,0.5
MS JOHNS ON,20010627,0
MR. KELLEY,20010627,-0.5
MR. KELLY,20010627,0
MR. STOC KTON,20010627,-0.5
MR. GUYNN,20010627,-0.5
MR. SANTOMERO,20010627,-0.5
MR. BERNARD,20010627,-0.5
MR. BER NARD,20010627,0
CHAIRMAN GREENSPAN,20010821,0
VICE CHAIRMAN MC DONOUGH,20010821,0
MS. MINEHAN,20010821,-0.5
CHAIRMAN GRE ENS PAN,20010821,0
MR. KOS,20010821,-0.5
MR. PARRY,20010821,-0.5
MR. WILCOX,20010821,-0.5
MR. REINHART,20010821,-0.5
MR. W ILCOX,20010821,-0.5
MR. W ILC OX,20010821,0
MR. BROADDUS,20010821,-0.5
MR. MCTEER,20010821,-0.5
MR. MOSKOW,20010821,-0.5
MR. STERN,20010821,-0.5
MR. GUYNN,20010821,-0.5
MR. SANTOMERO,20010821,-0.5
MR. HOENIG,20010821,-0.5
MR. JORDAN,20010821,-0.5
VICE CHAIRMAN MCDONOU GH,20010821,-0.5
MR. FERGUSON,20010821,-0.5
MR. POOLE,20010821,-0.5
MR. GRAM LICH,20010821,-0.5
MR. MEYER,20010821,-0.5
MR. KELLEY,20010821,-0.5
MR. KOHN,20010821,-0.5
VICE CHAIRMAN MCDONOUGH,20010821,0
MS. SMITH,20010821,0
MR. BERNARD,20010821,-0.5
CHAIRMAN GREENSPAN,20011002,-0.5
VICE CHAIRMAN MC DONOUGH,20011002,0
MR. KOS,20011002,0
CHAIRMAN GRE ENS PAN,20011002,0
MR. POOLE,20011002,-0.5
MR. JORDAN,20011002,-0.5
MR. REINHART,20011002,0
MR. HILTON,20011002,0
MS. MINEHAN,20011002,-0.5
MR. STOCKTON,20011002,-0.5
MR. STOC KTON,20011002,-0.5
MS. JOHNS ON,20011002,-0.5
MR. MOSKOW,20011002,-0.5
MS. JOHNSON,20011002,0
MR. PARRY,20011002,-0.5
MR. MCTEER,20011002,-0.5
MR. STERN,20011002,-0.5
MR. HOENIG,20011002,-0.5
MR. GUYNN,20011002,-0.5
MR. SANTOMERO,20011002,-0.5
MR. BROADDUS,20011002,-0.5
VICE CHAIRMAN MCDONOU GH,20011002,-0.5
MR. FERGUSON,20011002,-0.5
MR. KELLEY,20011002,-0.5
MR. MEYER,20011002,-0.5
MR. GRAM LICH,20011002,-0.5
MR. KOHN,20011002,-0.5
MR. BERNARD,20011002,-0.5
CHAIRMAN GREENSPAN,20011106,-0.5
VICE CHAIRMAN MC DON OUGH,20011106,0
MR. KOS,20011106,0
CHAIRMAN GRE ENS PAN,20011106,-1
MR. REINHART,20011106,0
VICE CHAIRMAN MC DONOUGH,20011106,0
VICE CHAIRMAN MCDONOU GH,20011106,-0.5
MR. POOLE,20011106,-0.5
MR. STOCKTON,20011106,-0.5
MS. JOHNSON,20011106,-0.5
MR. MOSKOW,20011106,-0.5
MR. BROADDUS,20011106,-0.5
MR. W ILCOX,20011106,0
MR. MEYER,20011106,-0.5
MR. STOC KTON,20011106,0
MR. PARRY,20011106,-0.5
MR. STERN,20011106,-0.5
MR. MCTEER,20011106,-0.5
MS. MINEHAN,20011106,-0.5
MR. GUYNN,20011106,-0.5
MR. HOENIG,20011106,-0.5
MR. SANTOMERO,20011106,-0.5
CHAIR MAN GRE ENSPAN,20011106,0
VICE CHAIRMAN MCDON OUGH,20011106,-0.5
MR. JORDAN,20011106,-0.5
MR. FERGUSON,20011106,-0.5
MR. GRAM LICH,20011106,-0.5
MR. KELLEY,20011106,-0.5
MR. KOHN,20011106,-0.5
CHAIRMAN GREENPAN,20011106,0
MR. BERNARD,20011106,-0.5
VICE CHAIRMAN MCDONOUGH,20011106,0
MR. GRAMLICH,20011106,0
SPEAKER(?),20011106,0
SEVERAL,20011106,0
SPEAKER( ?),20011106,0
CHAIRMAN GREENSPAN,20011211,-0.5
MS. BIES,20011211,-0.5
MR. OLSON,20011211,0
VICE CHAIRMAN MCDONOUGH,20011211,-0.5
MS. MINEHAN,20011211,-0.5
MR. KOS,20011211,0
CHAIRMAN GREENPAN,20011211,0
MR. REINHART,20011211,0
MR. HOWARD,20011211,0
MS. JOHNSON,20011211,0
MR. STOCKTON,20011211,0
MR. POOLE,20011211,-0.5
MR. JORDAN,20011211,-0.5
MR. MOSKOW,20011211,-0.5
MR. PARRY,20011211,-0.5
MR. KOHN,20011211,-0.5
CHAIRMAN GRE ENSPAN,20011211,0
MR. MCTEER,20011211,0.5
MR. HOENIG,20011211,0.5
MR. GUYNN,20011211,-0.5
MR. BROADDUS,20011211,-0.5
MR. STERN,20011211,0
MR. SANTOMERO,20011211,-0.5
MR. GRAMLICH,20011211,-0.5
MR. FERGUSON,20011211,-0.5
MR. MEYER,20011211,-0.5
MR. BERNARD,20011211,-0.5
CHAIRMAN GREENSPAN,20020130,0
MR. FERGUSON,20020130,-0.5
FOMC? MR. OLSON,20020130,0
SPEAKER(?),20020130,0
SEVERAL,20020130,0
FOMC? MR. OLSON,20020130,0
MR. STERN,20020130,0
MR. BERNARD,20020130,-0.5
VICE CHAIRMAN MCDONOUGH,20020130,-0.5
MR. KOS,20020130,0
MR. POOLE,20020130,-0.5
MR. JORDAN,20020130,-0.5
MR. REIFSCHNEIDER,20020130,-0.5
MR. WILLIAMS,20020130,0
MR. STOCKTON,20020130,0
MR. GOODFRIEND,20020130,-0.5
MR. PARRY,20020130,0
MR. BROADDUS,20020130,-0.5
MR. WILCOX,20020130,0
MR. SLIFMAN,20020130,0
MS. JOHNSON,20020130,0
MR. MOSKOW,20020130,-0.5
MR. GRAMLICH,20020130,0.5
MS. MINEHAN,20020130,-0.5
MR. SANTOMERO,20020130,-0.5
MR. MCTEER,20020130,-0.5
MR. HOENIG,20020130,-0.5
MR. GUYNN,20020130,-0.5
MR. OLSON,20020130,0
MS. BIES,20020130,-0.5
MR. KOHN,20020130,-0.5
NAIRU? MR. KOHN,20020130,0
MR. MATTINGLY,20020130,0
CHAIRMAN GREENSPAN,20020319,0
VICE CHAIRMAN MCDONOUGH,20020319,0
MR. KOS,20020319,0.5
MS. JOHNSON,20020319,0
MR. PARRY,20020319,-0.5
MR. JORDAN,20020319,0.5
VICE CHAIRMAN MC DONOUGH,20020319,0
MR. REINHART,20020319,0
SPEAKER(?),20020319,0
MR. KOHN,20020319,0
MR. BROADDUS,20020319,0.5
MR. POOLE,20020319,-0.5
MR. STERN,20020319,-0.5
MR. GRAMLICH,20020319,0.5
MR. SANTOMERO,20020319,-0.5
MS. MINEHAN,20020319,-0.5
MR. FERGUSON,20020319,0
MR. HOENIG,20020319,0.5
CHAIRMAN GRE ENSPAN,20020319,-0.5
MS. BIES,20020319,-0.5
MR. MOSKOW,20020319,-0.5
MR. GUYNN,20020319,-0.5
MR. MCTEER,20020319,0
MR. STOCKTON,20020319,0.5
MR. OLSON,20020319,0
MR. BERNARD,20020319,0
SPEAKER(? ),20020319,0
CHAIRMAN GREENSPAN,20020507,0
VICE CHAIRMAN MCDONOUGH,20020507,0
MR. KOS,20020507,0
MR. REINHART,20020507,0
SPEAKER(?),20020507,0
GE. CHAIRMAN GREENSPAN,20020507,0
AA. MR. REINHART,20020507,0
MR. STOCKTON,20020507,0
MS. JOHNSON,20020507,0
MR. PARRY,20020507,0
MR. POOLE,20020507,-0.5
MR. STOC KTON,20020507,0
MR. MOSKOW,20020507,-0.5
MS. MINEHAN,20020507,-0.5
MR. STERN,20020507,0
MR. JORDAN,20020507,0.5
MR. SANTOMERO,20020507,-0.5
MR. GUYNN,20020507,-0.5
MR. BROADDUS,20020507,-0.5
MR. MCTEER,20020507,-0.5
MR. HOENIG,20020507,0.5
MR. FERGUSON,20020507,-0.5
MR. GRAMLICH,20020507,0
MS. BIES,20020507,-0.5
MR. OLSON,20020507,0
MR. KOHN,20020507,-0.5
MR. BERNARD,20020507,0
CHAIRMAN GREENSPAN,20020626,0
VICE CHAIRMAN MCDONOUGH,20020626,0
MR. KOS,20020626,-0.5
(SOMA),20020626,0
MR. ROLNICK,20020626,0
MR. MOSKOW,20020626,-0.5
MR. PARRY,20020626,-0.5
MR. STOCKTON,20020626,0
MS. MINEHAN,20020626,-0.5
MR. ROBERTS,20020626,0
MR. LEBOW,20020626,0
MR. BRAYTON,20020626,0
MR. GRAM LICH,20020626,0
MR. GRAMLICH,20020626,-0.5
MR. JORDAN,20020626,0.5
MR. BROADDUS,20020626,0
MR. POOLE,20020626,0
MR. FERGUSON,20020626,-0.5
MS. BIES,20020626,-0.5
MR. OLSON,20020626,0
MR. OLINER,20020626,0
MS. JOHNSON,20020626,0
U.S. GDP,20020626,0
MR. HOENIG,20020626,0.5
MR. STERN,20020626,-0.5
MR. SANTOMERO,20020626,0.5
MR. BARRON,20020626,-0.5
MR. MCTEER,20020626,-0.5
MR. KOHN,20020626,0
MR. REINHART,20020626,0
MR. BERNARD,20020626,0
CHAIRMAN GRE ENSPAN,20020626,0
SEVERAL,20020626,0
CHAIRMAN GREENSPAN,20020813,0
MR. GUYNN,20020813,-0.5
VICE CHAIRMAN MCDONOUGH,20020813,-0.5
MR. FERGUSON,20020813,-0.5
MR. JORDAN,20020813,-0.5
SEVERAL,20020813,0
MR. KOHN,20020813,-0.5
MR. KOS,20020813,0
MR. REINHART,20020813,0
MS. BIES,20020813,-0.5
MR. PARRY,20020813,-0.5
MR. WILCOX,20020813,-0.5
MS. JOHNSON,20020813,0
CHAIRMAN GREESPAN,20020813,0
MR. STOCKTON,20020813,0
MR. MOSKOW,20020813,-0.5
MR. HOENIG,20020813,-0.5
CHAIRMAN GRE ENSPAN,20020813,0
MR. POOLE,20020813,-0.5
MR. MCTEER,20020813,-0.5
MS. MINEHAN,20020813,-0.5
MR. SANTOMERO,20020813,-0.5
MR. BROADDUS,20020813,0.5
MR. STERN,20020813,-0.5
MR. OLSON,20020813,0
MR. BERNANKE,20020813,-0.5
MR. GRAMLICH,20020813,-0.5
MR. BERNARD,20020813,-0.5
CHAIRMAN GREENSPAN,20020924,0
VICE CHAIRMAN MCDONOUGH,20020924,-0.5
MR. KOS,20020924,0
MR. REINHART,20020924,-0.5
MR. BERNANKE,20020924,-0.5
MS. JOHNSON,20020924,0
MR. POOLE,20020924,-0.5
CHAIRMAN GREENPAN,20020924,0
MR. JORDAN,20020924,0
MR. MCTEER,20020924,-0.5
CHAIRMAN GRE ENSPAN,20020924,0
MR. STOCKTON,20020924,0
MR. BROADDUS,20020924,-0.5
MR. MOSKOW,20020924,-0.5
MR. PARRY,20020924,-0.5
MR. STERN,20020924,0
MR. GUYNN,20020924,0.5
MR. SANTOMERO,20020924,-0.5
MS. MINEHAN,20020924,-0.5
MR. HOENIG,20020924,-0.5
MR. GRAMLICH,20020924,-0.5
MR. KOHN,20020924,-0.5
MR. FERGUSON,20020924,-0.5
MS. BIES,20020924,-0.5
MR. OLSON,20020924,-0.5
MR. BERNARD,20020924,-0.5
SPEAKER (?),20020924,0
CHAIRMAN GREENSPAN,20021106,0
VICE CHAIRMAN MCDONOUGH,20021106,-0.5
MR. KOS,20021106,0
MR. BROADDUS,20021106,-0.5
MR. STOCKTON,20021106,-0.5
MS. JOHNSON,20021106,-0.5
MS. MINEHAN,20021106,-0.5
MR. PARRY,20021106,-0.5
CHAIRMAN GREESPAN,20021106,0
MR. MCTEER,20021106,-0.5
MR. GRAMLICH,20021106,-0.5
MR. POOLE,20021106,-0.5
MR. HOENIG,20021106,-0.5
CHAIRMAN GRE ENSPAN,20021106,0
MR. MOSKOW,20021106,-0.5
MR. JORDAN,20021106,-0.5
MR. SANTOMERO,20021106,-0.5
MR. STERN,20021106,-0.5
MR. GUYNN,20021106,-0.5
MR. KOHN,20021106,-0.5
MS. BIES,20021106,-0.5
MR. FERGUSON,20021106,-0.5
MR. OLSON,20021106,-0.5
MR. BERNANKE,20021106,-0.5
MR. REINHART,20021106,0
MR. BERNARD,20021106,0
MR. LANG,20021106,0
SEVERAL,20021106,0
ACF. MR. KOS,20021106,0
CHAIRMAN GREENSPAN,20021210,0
VICE CHAIRMAN MCDONOUGH,20021210,-0.5
MR. KOS,20021210,0
ECB. U.S,20021210,0
MR. BERNANKE,20021210,-0.5
MR. STOCKTON,20021210,-0.5
MS. JOHNSON,20021210,-0.5
MR. JORDAN,20021210,0
CHAIRMAN GRE ENSPAN,20021210,0
MR. POOLE,20021210,0
MR. REINHART,20021210,0
MR. MOSKOW,20021210,-0.5
MR. BROADDUS,20021210,-0.5
MR. PARRY,20021210,0
MR. STOC KTON,20021210,-0.5
MS. MINEHAN,20021210,-0.5
MR. WILCOX,20021210,0
MR. GRAMLICH,20021210,-0.5
MR. GUYNN,20021210,-0.5
MR. SANTOMERO,20021210,-0.5
MR. STERN,20021210,-0.5
MR. MCTEER,20021210,-0.5
MR. KOHN,20021210,-0.5
MR. HOENIG,20021210,-0.5
MR. OLSON,20021210,-0.5
MR. FERGUSON,20021210,-0.5
MS. BIES,20021210,-0.5
MR. MADIGAN,20021210,0
MR. BERNARD,20021210,0
CHAIRMAN GREENSPAN,20030129,0
MS. PIANALTO,20030129,-0.5
MR. FERGUSON,20030129,0
MR. KOHN,20030129,0
MR. BERNARD,20030129,0
VICE CHAIRMAN MCDONOUGH,20030129,0
SEVERAL,20030129,0
MR. KOS,20030129,0
MR. BROADDUS,20030129,-0.5
MS. MINEHAN,20030129,-0.5
MR. SACK,20030129,0
MR. BERNANKE,20030129,0
MR.TETLOW,20030129,0
MR. CROUSHORE,20030129,0
MR. REINHART,20030129,0
MR. RUDEBUSCH,20030129,0
MR. GRAMLICH,20030129,-0.5
MR. TETLOW,20030129,0
MR. BERNANKE,20030129,-0.5
MR. POOLE,20030129,0
MR. MOSKOW,20030129,-0.5
MR. PARRY,20030129,-0.5
MR. STERN,20030129,-0.5
MR. SANTOMERO,20030129,-0.5
MR. HOENIG,20030129,0
MS. BIES,20030129,-0.5
MR. STOCKTON,20030129,-0.5
MS. KOS,20030129,0
MR. SLIFMAN,20030129,0
MR. STRUCKMEYER,20030129,0
MS. JOHNSON,20030129,0
SPEAKER(?),20030129,0
MR. GUYNN,20030129,-0.5
MR. MCTEER,20030129,-0.5
MR. OLSON,20030129,-0.5
CHAIRMAN GREENSPAN,20030318,0
VICE CHAIRMAN MCDONOUGH,20030318,-0.5
MR. PARRY,20030318,-0.5
MR. KOS,20030318,0
MR. FERGUSON,20030318,-0.5
MR. REINHART,20030318,-0.5
MR. BERNANKE,20030318,-0.5
MS. JOHNSON,20030318,0
MR. STOCKTON,20030318,0
MR. BROADDUS,20030318,-0.5
MR. HOENIG,20030318,-0.5
MS. MINEHAN,20030318,-0.5
MR. MOSKOW,20030318,-0.5
MR. POOLE,20030318,0
MR. GUYNN,20030318,-0.5
MR. STERN,20030318,-0.5
MR. SANTOMERO,20030318,0
MR. KOHN,20030318,-0.5
MR. MCTEER,20030318,-0.5
MR. GRAMLICH,20030318,-0.5
MS. PIANALTO,20030318,-0.5
MR. OLSON,20030318,-0.5
MS. BIES,20030318,-0.5
SEVERAL,20030318,0
MR. BROADDUS,20030318,0
I. CHAIRMAN GREENSPAN,20030318,0
MR. BERNARD,20030318,0
CHAIRMAN GREENSPAN,20030506,0
VICE CHAIRMAN MCDONOUGH,20030506,-0.5
MR. KOS,20030506,0
MR. FERGUSON,20030506,-0.5
MR. POOLE,20030506,-0.5
SPEAKER(?),20030506,0
SEVERAL,20030506,0
MR. BROADDUS,20030506,-0.5
MR. STOCKTON,20030506,-0.5
MS. JOHNSON,20030506,0
MR. PARRY,20030506,-0.5
MR. MOSKOW,20030506,-0.5
MR. WILCOX,20030506,0
MS. MINEHAN,20030506,-0.5
MR. OLSON,20030506,-0.5
MR. SLIFMAN,20030506,0
MR. BERNANKE,20030506,-0.5
MR. SANTOMERO,20030506,-0.5
MR. GUYNN,20030506,-0.5
MR. STERN,20030506,-0.5
MR. MCTEER,20030506,-0.5
MR. HOENIG,20030506,-0.5
MS. PIANALTO,20030506,-0.5
MR. KOHN,20030506,-0.5
MS. BIES,20030506,-0.5
MR. GRAMLICH,20030506,-0.5
MR. REINHART,20030506,-0.5
I. CHAIRMAN GREENSPAN,20030506,0
MR. BERNARD,20030506,0
CHAIRMAN GREENSPAN,20030625,0
MR. POOLE,20030625,-0.5
MR. GUYNN,20030625,-0.5
MR. REINHART,20030625,-0.5
MR. KOS,20030625,0
MR. FERGUSON,20030625,-0.5
MS. JOHNSON,20030625,0
MR. HOENIG,20030625,-0.5
MS. MINEHAN,20030625,-0.5
MR. STERN,20030625,-0.5
MR. PARRY,20030625,-0.5
MR. MOSKOW,20030625,-0.5
MR. BROADDUS,20030625,-0.5
MR. GRAMLICH,20030625,-0.5
MR. KOHN,20030625,-0.5
MR. BERNANKE,20030625,-0.5
MR. SANTOMERO,20030625,-0.5
MS. BIES,20030625,-0.5
MR. OLSON,20030625,-0.5
MS. PIANALTO,20030625,-0.5
MR. MCTEER,20030625,-0.5
(M OF),20030625,0
SPEAKER(?),20030625,0
SEVERAL,20030625,0
MR. OLINER,20030625,-0.5
MR. WILCOX,20030625,0
MR. STOCKTON,20030625,0
MR. STEWART,20030625,-0.5
MR. BERNARD,20030625,-0.5
CHAIRMAN GREESPAN,20030625,0
CHARIMAN GREENSPAN,20030625,0
CHAIRMAN GREENSPAN,20030812,0
MR. FERGUSON,20030812,-0.5
SPEAKERS(?),20030812,0
MR. KOS,20030812,0
MR. REINHART,20030812,0
MS. JOHNSON,20030812,0
MR. PARRY,20030812,-0.5
MR. STEWART,20030812,-0.5
MS. BIES,20030812,-0.5
MS. MINEHAN,20030812,-0.5
MS. MINEHAN,20030812,0
MR. BERNANKE,20030812,-0.5
MR. WILCOX,20030812,-0.5
MR. MOSKOW,20030812,-0.5
GDP. CHAIRMAN GREENSPAN,20030812,0
MR. STERN,20030812,-0.5
MR. BROADDUS,20030812,-0.5
MR. GUYNN,20030812,-0.5
MR. SANTOMERO,20030812,-0.5
MS. PIANALTO,20030812,-0.5
MR. MCTEER,20030812,-0.5
MR. POOLE,20030812,-0.5
MR. HOENIG,20030812,-0.5
MR. KOHN,20030812,-0.5
MR. OLSON,20030812,0
MR. GRAMLICH,20030812,0
MR. MADIGAN,20030812,0
MR. BERNARD,20030812,0
MS. SMITH,20030812,0
MS. SMITH,20030812,0
SPEAKER(?),20030812,0
CHAIRMAN GREENSPAN,20030915,0
MR. REINHART,20030915,0
MR. HOENIG,20030915,0
MR. POOLE,20030915,0
MR. BERNANKE,20030915,0
MR. PARRY,20030915,0
SEVERAL,20030915,0
MS. MINEHAN,20030915,0
MR. BROADDUS,20030915,-0.5
MR. FERGUSON,20030915,0
MR. GUYNN,20030915,0
MR. STEWART,20030915,0
MR. MOSKOW,20030915,0
MR. STERN,20030915,0
MR. GRAMLICH,20030915,0
MR. OLSON,20030915,0
MR. KOHN,20030915,0
MS. BIES,20030915,0
MR. MCTEER,20030915,0
MR. SANTOMERO,20030915,0
MS. PIANALTO,20030915,0
CHAIRMAN GREENSPAN,20030916,0
MR. PARRY,20030916,-0.5
MR. REINHART,20030916,-0.5
MR. POOLE,20030916,-0.5
MR. GRAMLICH,20030916,-0.5
MR. BERNANKE,20030916,-0.5
MR. KOHN,20030916,-0.5
MR. FERGUSON,20030916,-0.5
MS. MINEHAN,20030916,-0.5
MR. MOSKOW,20030916,-0.5
MS. SMITH,20030916,0
MR. GUYNN,20030916,-0.5
MS. BIES,20030916,-0.5
SEVERAL,20030916,0
MR. KOS,20030916,0
MS. JOHNSON,20030916,0
MR. STOCKTON,20030916,0
MR. BROADDUS,20030916,-0.5
MR. HOENIG,20030916,-0.5
MR. SANTOMERO,20030916,-0.5
MR. STEWART,20030916,-0.5
MR. STERN,20030916,-0.5
GDP. MR. BROADDUS,20030916,-0.5
MS. PIANALTO,20030916,-0.5
MR. MCTEER,20030916,-0.5
MR. OLSON,20030916,-0.5
MR. BERNARD,20030916,-0.5
CHAIRMAN GREENSPAN,20031028,0
MR. FERGUSON,20031028,-0.5
MR. KOS,20031028,0
MS. JOHNSON,20031028,0
MR. MCTEER,20031028,-0.5
MR. POOLE,20031028,0
MR. REINHART,20031028,0
MR. STOCKTON,20031028,0
MR. HOENIG,20031028,0
MR. MOSKOW,20031028,-0.5
MR. PARRY,20031028,-0.5
MR. STERN,20031028,-0.5
MS. MINEHAN,20031028,-0.5
MR. SANTOMERO,20031028,-0.5
MR. STEWART,20031028,-0.5
MR. GUYNN,20031028,-0.5
MR. BROADDUS,20031028,-0.5
MS. PIANALTO,20031028,-0.5
MR. KOHN,20031028,-0.5
MR. GRAMLICH,20031028,0
MR. OLSON,20031028,0
MS. BIES,20031028,-0.5
MR. BERNANKE,20031028,0
I. MR. GRAMLICH,20031028,0
MR. BERNARD,20031028,0
MR REINHART,20031028,0
SPEAKER(?),20031028,0
SEVERAL,20031028,0
MR. GEITHNER,20031209,-0.5
CHAIRMAN GREENSPAN,20031209,0
MR. FERGUSON,20031209,-0.5
SEVERAL,20031209,0
MR. KOS,20031209,0
MR. REINHART,20031209,0
MR. BERNANKE,20031209,-0.5
MS. JOHNSON,20031209,0
MR. POOLE,20031209,-0.5
MR. STOCKTON,20031209,0
MR. HOENIG,20031209,-0.5
MR. PARRY,20031209,-0.5
MR. MOSKOW,20031209,-0.5
MS. MINEHAN,20031209,-0.5
MR. MADIGAN,20031209,-0.5
MR. SANTOMERO,20031209,0.5
MS. PIANALTO,20031209,-0.5
MR. BROADDUS,20031209,-0.5
SPEAKER(?),20031209,0
MR. MCTEER,20031209,0.5
MR. GUYNN,20031209,0.5
MR. LYON,20031209,-0.5
MR. KOHN,20031209,-0.5
VICE CHAIRMAN GEITHNER,20031209,0
MR. GRAMLICH,20031209,-0.5
MR. OLSON,20031209,0
MS. BIES,20031209,-0.5
MR. BERNARD,20031209,0
CHAIRMAN GREENSPAN,20040128,0
MR. FERGUSON,20040128,0
MR. KOHN,20040128,-0.5
SEVERAL,20040128,0
MR. BERNARD,20040128,0
MR. KOS,20040128,0
SPEAKER(?),20040128,0
MR. POOLE,20040128,-0.5
MR. POOLE,20040128,0
MR. REINHART,20040128,0
(SOMA),20040128,0
MR. GRAMLICH,20040128,0.5
MS. MINEHAN,20040128,-0.5
MR. HOENIG,20040128,-0.5
SPEAKER (?),20040128,0
MR. PARRY,20040128,-0.5
MR. SANTOMERO,20040128,0
MR. STERN,20040128,-0.5
MR. BROADDUS,20040128,-0.5
MR. BERNANKE,20040128,0
MR. MCTEER,20040128,0
MR. GUYNN,20040128,0
MS. PIANALTO,20040128,0
MS. BIES,20040128,-0.5
MR. MOSKOW,20040128,-0.5
VICE CHAIRMAN GEITHNER,20040128,-0.5
MR. OLSON,20040128,0
MR. MATTINGLY,20040128,0
MR. STOCKTON,20040128,0
MR. SLIFMAN,20040128,0
MR. KAMIN,20040128,0
MR. STRUCKMEYER,20040128,0
MR. SLIFMAN,20040128,0
CHAIRMAN GREENPAN,20040128,0
I. CHAIRMAN GREENSPAN,20040128,0
I. CHAIRMAN GREENSPAN,20040128,0
MS. SMITH,20040128,0
CHAIRMAN GREENSPAN,20040316,0
MR. PARRY,20040316,-0.5
MR. KOS,20040316,0
MR. REINHART,20040316,0
MS. MINEHAN,20040316,0.5
MR. KOHN,20040316,-0.5
MR. POOLE,20040316,0.5
MR. STOCKTON,20040316,0
MS. JOHNSON,20040316,0
MR. MOSKOW,20040316,-0.5
MR. MCTEER,20040316,0.5
MR. BROADDUS,20040316,-0.5
MR. SANTOMERO,20040316,0
MR. GUYNN,20040316,0.5
MR. HOENIG,20040316,0.5
MR. STERN,20040316,0
MS. PIANALTO,20040316,0.5
MR. GRAMLICH,20040316,-0.5
VICE CHAIRMAN GEITHNER,20040316,0
MR. OLSON,20040316,-0.5
MR. FERGUSON,20040316,-0.5
MR. BERNANKE,20040316,-0.5
MS. BIES,20040316,-0.5
MR. BERNARD,20040316,0
CHAIRMAN GREENSPAN,20040504,0.5
MR. BROADDUS,20040504,-0.5
MS. MINEHAN,20040504,0.5
MR. REINHART,20040504,0.5
MR. POOLE,20040504,0.5
VICE CHAIRMAN GEITHNER,20040504,0.5
MR. KOS,20040504,0.5
MS. JOHNSON,20040504,0
MR. STOCKTON,20040504,0
MR. MOSKOW,20040504,0.5
